; RCP 26 emissions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; http://tntcat.iiasa.ac.at:8787/RcpDb/dsd?Action=htmlpage&page=download,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;UNITS:,GtC/yr,GtC/yr,MtCH4/yr,MtN2O-N/yr,MtS/yr,Gg/yr,MtCO/yr,Mt/yr,MtN/yr,Mt/yr,Mt/yr,MtN/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr
2095,-2.6337104163714473,-0.3465987186598767,309.52495455009216,10.166980484726803,7.1404,16570.94272534531,400.32714214072786,146.17189024596078,23.75380761322931,3.677850189283742,15.49008042663651,66.27845,1.3083868902833,0.863271816186,0.09295,9.7978857387,2.23530678,0.698841509,28.305194999999998,22.27745772,30.6501473,1.193943858,21.13818302,4.09696248538,2.48,0.019,0,0,0,0,0,0.028,1.825,0.047,0.011,0,0.019,0,155.925,3511.082
2096,-2.759787863213377,-0.3353510892626719,308.15437379783316,10.174344097961534,7.00336,16515.89888493465,398.30242967823193,145.80394048013065,23.62795111128363,3.6568742713567692,15.437909467981779,66.4704,1.26073260982152,0.8569060980764001,0.0921,9.742587787884,2.210865128,0.6572975184,27.9955316,22.07585547,30.314801120000002,1.0953913828,21.18144967,4.079348124496,2.398,0.018,0,0,0,0,0,0.025,1.733,0.043,0.01,0,0.018,0,155.925,3511.082
2097,-2.8858653100553067,-0.3241034598654671,306.78379304557416,10.181707711196264,6.86632,16460.85504452399,396.277717215736,145.4359907143005,23.502094609337952,3.635898353429796,15.385738509327048,66.66235,1.21307832935974,0.8505403799668,0.09125,9.687289837068,2.186423476,0.6157535277999999,27.685868199999998,21.87425322,29.97945494,0.9968389075999999,21.22471632,4.061733763612,2.319,0.016,0,0,0,0,0,0.021,1.641,0.039,0.009,0,0.018,0,155.925,3511.082
2098,-3.011942756897236,-0.3128558304682623,305.4132122933151,10.189071324430994,6.72928,16405.811204113328,394.25300475324013,145.06804094847035,23.376238107392272,3.6149224355028236,15.333567550672317,66.8543,1.16542404889796,0.8441746618572,0.0904,9.631991886251999,2.161981824,0.5742095372,27.3762048,21.672650970000003,29.64410876,0.8982864324,21.267982970000002,4.0441194027280005,2.243,0.015,0,0,0,0,0,0.018,1.55,0.036,0.009,0,0.017,0,155.925,3511.082
2099,-3.1380202037391656,-0.30160820107105757,304.0426315410561,10.196434937665725,6.59224,16350.76736370267,392.2282922907442,144.7000911826402,23.250381605446595,3.5939465175758505,15.281396592017586,67.04625,1.11776976843618,0.8378089437476,0.08955,9.576693935436,2.137540172,0.5326655466,27.0665414,21.471048720000002,29.30876258,0.7997339572,21.31124962,4.0265050418440005,2.169,0.014,0,0,0,0,0,0.015,1.458,0.033,0.008,0,0.016,0,155.925,3511.082
2100,-3.2640976505810952,-0.29036057167385276,302.6720507887971,10.203798550900455,6.4552,16295.723523292008,390.2035798282483,144.33214141681006,23.124525103500915,3.572970599648878,15.229225633362855,67.2382,1.0701154879744,0.831443225638,0.0887,9.52139598462,2.11309852,0.49112155599999996,26.756878,21.269446470000002,28.9734164,0.7011814820000001,21.35451627,4.0088906809600005,2.097,0.012,0,0,0,0,0,0.011,1.367,0.031,0.008,0,0.015,0,155.925,3511.082
2101,-0.9308,0.490848,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,2.028,0.011,0,0,0,0,0,0.01,1.298,0.028,0.007,0,0.014,0,155.925,3511.082
2102,-0.9308,0.470396,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.961,0.01,0,0,0,0,0,0.008,1.233,0.026,0.007,0,0.014,0,155.925,3511.082
2103,-0.9308,0.449944,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.896,0.01,0,0,0,0,0,0.007,1.172,0.024,0.006,0,0.013,0,155.925,3511.082
2104,-0.9308,0.429492,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.834,0.009,0,0,0,0,0,0.006,1.113,0.022,0.006,0,0.012,0,155.925,3511.082
2105,-0.9308,0.40904,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.773,0.008,0,0,0,0,0,0.006,1.057,0.02,0.005,0,0.012,0,155.925,3511.082
2106,-0.9308,0.388588,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.715,0.007,0,0,0,0,0,0.005,1.005,0.019,0.005,0,0.011,0,155.925,3511.082
2107,-0.9308,0.368136,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.658,0.007,0,0,0,0,0,0.004,0.954,0.017,0.005,0,0.011,0,155.925,3511.082
2108,-0.9308,0.347684,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.603,0.006,0,0,0,0,0,0.004,0.907,0.016,0.004,0,0.01,0,155.925,3511.082
2109,-0.9308,0.327232,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.55,0.006,0,0,0,0,0,0.003,0.861,0.014,0.004,0,0.009,0,155.925,3511.082
2110,-0.9308,0.30678,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.499,0.005,0,0,0,0,0,0.003,0.818,0.013,0.004,0,0.009,0,155.925,3511.082
2111,-0.9308,0.286328,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.45,0.005,0,0,0,0,0,0.002,0.777,0.012,0.003,0,0.009,0,155.925,3511.082
2112,-0.9308,0.265876,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.402,0.004,0,0,0,0,0,0.002,0.738,0.011,0.003,0,0.008,0,155.925,3511.082
2113,-0.9308,0.245424,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.356,0.004,0,0,0,0,0,0.002,0.702,0.01,0.003,0,0.008,0,155.925,3511.082
2114,-0.9308,0.224972,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.311,0.004,0,0,0,0,0,0.002,0.666,0.01,0.003,0,0.007,0,155.925,3511.082
2115,-0.9308,0.20452,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.268,0.003,0,0,0,0,0,0.001,0.633,0.009,0.003,0,0.007,0,155.925,3511.082
2116,-0.9308,0.184068,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.226,0.003,0,0,0,0,0,0.001,0.601,0.008,0.002,0,0.007,0,155.925,3511.082
2117,-0.9308,0.163616,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.185,0.003,0,0,0,0,0,0.001,0.571,0.007,0.002,0,0.006,0,155.925,3511.082
2118,-0.9308,0.143164,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.146,0.003,0,0,0,0,0,0.001,0.543,0.007,0.002,0,0.006,0,155.925,3511.082
2119,-0.9308,0.122712,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.108,0.002,0,0,0,0,0,0.001,0.516,0.006,0.002,0,0.006,0,155.925,3511.082
2120,-0.9308,0.10226,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.072,0.002,0,0,0,0,0,0.001,0.49,0.006,0.002,0,0.005,0,155.925,3511.082
2121,-0.9308,0.081808,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.036,0.002,0,0,0,0,0,0.001,0.465,0.005,0.002,0,0.005,0,155.925,3511.082
2122,-0.9308,0.061356,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,1.002,0.002,0,0,0,0,0,0.001,0.442,0.005,0.002,0,0.005,0,155.925,3511.082
2123,-0.9308,0.040904,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.969,0.002,0,0,0,0,0,0,0.42,0.005,0.001,0,0.005,0,155.925,3511.082
2124,-0.9308,0.020452,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.937,0.001,0,0,0,0,0,0,0.399,0.004,0.001,0,0.004,0,155.925,3511.082
2125,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.906,0.001,0,0,0,0,0,0,0.379,0.004,0.001,0,0.004,0,155.925,3511.082
2126,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.876,0.001,0,0,0,0,0,0,0.36,0.004,0.001,0,0.004,0,155.925,3511.082
2127,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.847,0.001,0,0,0,0,0,0,0.342,0.003,0.001,0,0.004,0,155.925,3511.082
2128,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.819,0.001,0,0,0,0,0,0,0.325,0.003,0.001,0,0.004,0,155.925,3511.082
2129,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.792,0.001,0,0,0,0,0,0,0.309,0.003,0.001,0,0.003,0,155.925,3511.082
2130,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.766,0.001,0,0,0,0,0,0,0.293,0.003,0.001,0,0.003,0,155.925,3511.082
2131,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.741,0.001,0,0,0,0,0,0,0.279,0.002,0.001,0,0.003,0,155.925,3511.082
2132,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.717,0.001,0,0,0,0,0,0,0.265,0.002,0.001,0,0.003,0,155.925,3511.082
2133,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.693,0.001,0,0,0,0,0,0,0.251,0.002,0.001,0,0.003,0,155.925,3511.082
2134,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.67,0.001,0,0,0,0,0,0,0.239,0.002,0.001,0,0.003,0,155.925,3511.082
2135,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.648,0.001,0,0,0,0,0,0,0.227,0.002,0.001,0,0.002,0,155.925,3511.082
2136,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.627,0.001,0,0,0,0,0,0,0.216,0.002,0.001,0,0.002,0,155.925,3511.082
2137,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.606,0,0,0,0,0,0,0,0.205,0.001,0.001,0,0.002,0,155.925,3511.082
2138,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.586,0,0,0,0,0,0,0,0.195,0.001,0,0,0.002,0,155.925,3511.082
2139,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.567,0,0,0,0,0,0,0,0.185,0.001,0,0,0.002,0,155.925,3511.082
2140,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.548,0,0,0,0,0,0,0,0.176,0.001,0,0,0.002,0,155.925,3511.082
2141,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.53,0,0,0,0,0,0,0,0.167,0.001,0,0,0.002,0,155.925,3511.082
2142,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.512,0,0,0,0,0,0,0,0.159,0.001,0,0,0.002,0,155.925,3511.082
2143,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.495,0,0,0,0,0,0,0,0.151,0.001,0,0,0.002,0,155.925,3511.082
2144,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.479,0,0,0,0,0,0,0,0.143,0.001,0,0,0.002,0,155.925,3511.082
2145,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.463,0,0,0,0,0,0,0,0.136,0.001,0,0,0.001,0,155.925,3511.082
2146,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.448,0,0,0,0,0,0,0,0.129,0.001,0,0,0.001,0,155.925,3511.082
2147,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.433,0,0,0,0,0,0,0,0.123,0.001,0,0,0.001,0,155.925,3511.082
2148,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.419,0,0,0,0,0,0,0,0.117,0.001,0,0,0.001,0,155.925,3511.082
2149,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.405,0,0,0,0,0,0,0,0.111,0.001,0,0,0.001,0,155.925,3511.082
2150,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.392,0,0,0,0,0,0,0,0.105,0,0,0,0.001,0,155.925,3511.082
2151,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.379,0,0,0,0,0,0,0,0.1,0,0,0,0.001,0,155.925,3511.082
2152,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.366,0,0,0,0,0,0,0,0.095,0,0,0,0.001,0,155.925,3511.082
2153,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.354,0,0,0,0,0,0,0,0.09,0,0,0,0.001,0,155.925,3511.082
2154,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.342,0,0,0,0,0,0,0,0.086,0,0,0,0.001,0,155.925,3511.082
2155,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.331,0,0,0,0,0,0,0,0.081,0,0,0,0.001,0,155.925,3511.082
2156,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.32,0,0,0,0,0,0,0,0.077,0,0,0,0.001,0,155.925,3511.082
2157,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.31,0,0,0,0,0,0,0,0.073,0,0,0,0.001,0,155.925,3511.082
2158,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.299,0,0,0,0,0,0,0,0.07,0,0,0,0.001,0,155.925,3511.082
2159,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.29,0,0,0,0,0,0,0,0.066,0,0,0,0.001,0,155.925,3511.082
2160,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.28,0,0,0,0,0,0,0,0.063,0,0,0,0.001,0,155.925,3511.082
2161,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.271,0,0,0,0,0,0,0,0.06,0,0,0,0.001,0,155.925,3511.082
2162,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.262,0,0,0,0,0,0,0,0.057,0,0,0,0.001,0,155.925,3511.082
2163,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.253,0,0,0,0,0,0,0,0.054,0,0,0,0.001,0,155.925,3511.082
2164,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.245,0,0,0,0,0,0,0,0.051,0,0,0,0.001,0,155.925,3511.082
2165,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.237,0,0,0,0,0,0,0,0.049,0,0,0,0.001,0,155.925,3511.082
2166,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.229,0,0,0,0,0,0,0,0.046,0,0,0,0.001,0,155.925,3511.082
2167,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.221,0,0,0,0,0,0,0,0.044,0,0,0,0,0,155.925,3511.082
2168,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.214,0,0,0,0,0,0,0,0.042,0,0,0,0,0,155.925,3511.082
2169,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.207,0,0,0,0,0,0,0,0.04,0,0,0,0,0,155.925,3511.082
2170,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.2,0,0,0,0,0,0,0,0.038,0,0,0,0,0,155.925,3511.082
2171,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.194,0,0,0,0,0,0,0,0.036,0,0,0,0,0,155.925,3511.082
2172,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.187,0,0,0,0,0,0,0,0.034,0,0,0,0,0,155.925,3511.082
2173,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.181,0,0,0,0,0,0,0,0.032,0,0,0,0,0,155.925,3511.082
2174,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.175,0,0,0,0,0,0,0,0.031,0,0,0,0,0,155.925,3511.082
2175,-0.9308,0,142.0527,5.2823,6.4552,6455.2,607.8438,125.5104,15.9895,3.3578,25.3311,67.2382,1.092,0.0857,0.0887,0,81.2269,10.4055,148.2137,235.3925,77.4573,0.0912,0,0.0442,0.169,0,0,0,0,0,0,0,0.029,0,0,0,0,0,155.925,3511.082
